id	filename	md5	size	state
bbc678f8-ce50-43ae-96dd-b7e1da51ebab	c3d63a9f-bbfa-41df-8536-f1b73497c688.mirbase21.mirnas.quantification.txt	87dcbe4f43af1db204481a01ab86274d	50228	released
3c32784a-6a7b-4cb7-888a-387dc1bb66ee	ff1303e5-5237-4829-b18b-355fb808c315.mirbase21.mirnas.quantification.txt	db48233f11879edf264f6a58f5872072	50129	released
2fabb2d2-ffd2-4fa0-accf-360cbcf0002b	d3c4a9cf-95c5-4df0-b9a7-c32d6d6a8816.mirbase21.mirnas.quantification.txt	966fcb65864a761234a3e341884dad12	50366	released
461c4bf9-7207-457d-9113-8a0364a141c6	11e937c8-a130-469d-8dfd-35f304318fb5.mirbase21.mirnas.quantification.txt	4ac3dff452dfb231547bfd52c9759d66	50195	released
305f5852-36a9-4e9f-a1e6-e120799da4b8	8c6b3fc8-d4d9-49c8-9bc3-915c4b99ff87.mirbase21.mirnas.quantification.txt	44c4e82d44a436247ef6da1ac890fa56	50330	released
acbe9b7c-259d-4a60-827e-5611764a03d2	a0fee485-4c67-44cc-8f6f-fc5267e7d45a.mirbase21.mirnas.quantification.txt	2d198318fc12a94c241ac8428c5663d5	50384	released
60f18ee9-9203-43c0-b00e-5e99912ba7ff	ab8ba07a-47e6-4d96-95ca-82a116e8dec0.mirbase21.mirnas.quantification.txt	46d297cdaa2161bedc46e2fe8d187b86	50030	released
08782f35-bac0-436a-8591-4a7e85d23fc9	55a33443-d2df-4771-9fe0-6f33e6cc69ce.mirbase21.mirnas.quantification.txt	06788d648e64dbf16b88a459b90a1157	50240	released
143e5572-4a30-4104-ad37-ff495c03cff2	6e773590-88c4-4b6f-a4c4-e88cf0fd8185.mirbase21.mirnas.quantification.txt	98e8344d3b1f9b975969d89e3894c728	50206	released
77404ef1-6583-4207-ac61-af267f402a34	6a4e771b-aa65-4918-9ad2-18f7250b3f17.mirbase21.mirnas.quantification.txt	582e9083c5bace1565f88d022917326c	50166	released
e9822593-07eb-4277-b5b7-6e02ddc209ef	4aa6a9ab-1b21-4a02-849d-06d409385eb9.mirbase21.mirnas.quantification.txt	2541f7e27f5d3846e3940bd22b7ae990	50273	released
00abfcab-9fb2-4052-963d-6c4a5c7f6b3e	846f785e-0fb7-4fd6-a36a-8e642d050c71.mirbase21.mirnas.quantification.txt	9d8da90b3bd67162c3432be892ac990c	50382	released
2115bae1-cc72-4a7d-a3f5-219c813897b5	99e6c880-906c-4969-a733-57d0d8861d0e.mirbase21.mirnas.quantification.txt	7e12e924f83247cdc5eb4aed50267a99	50106	released
ca88293f-037a-4726-8f3b-c859c3e6ab95	e13810e3-d924-435f-92f5-972ede0ba5c8.mirbase21.mirnas.quantification.txt	f9933aaff106302602cf875e23d2af49	50471	released
6627c74c-9f5e-4fca-ba6d-69d138b342cc	d5168c61-99c5-4a24-aae4-7216050d8bee.mirbase21.mirnas.quantification.txt	9e403ce1a202448e75ef85297ab20ce1	50322	released
91d597e3-1338-4547-bc5a-16aad9253169	54226146-df11-45c7-be4e-3af9dc1540e7.mirbase21.mirnas.quantification.txt	81e68df687d2682aaa810829deb8a596	50367	released
82e76884-d0ca-4223-be9c-54e6b82f3fe7	4796bcd9-5010-4e94-b2be-904bf925d9fd.mirbase21.mirnas.quantification.txt	a22317d7946de7b4608795364dc8b3b2	50299	released
dadd6cc0-5684-424c-9ae3-9b4d51aa386a	296ba0ad-034f-4b13-865e-9fc2b2a19b4d.mirbase21.mirnas.quantification.txt	0a5740722c2d2d0abe0dc48c55f6c913	50299	released
15933601-0ce6-4bba-b78b-760b88973f32	146bf0ae-0c2a-4281-a1e5-ba31f0ba12bf.mirbase21.mirnas.quantification.txt	f617eeb300572bdefcc409681e88e093	50361	released
e459d790-888c-47d5-bb77-9200d814f359	4550f3de-3329-4313-b52a-9fbe5d5e7074.mirbase21.mirnas.quantification.txt	eb952a7cf8bfaa4f01b83b3841cad718	50315	released
a07d7c75-7453-4358-82b7-8313808a169d	bff79f43-0a8f-4a8c-8695-2f2bd8234f35.mirbase21.mirnas.quantification.txt	3b92c5ea801b6f0d3f67e4b4983ebb78	50337	released
daf89bb5-9f20-4ad0-8958-e99b54d2c108	0d206137-dd6e-466f-9966-30331b36bd31.mirbase21.mirnas.quantification.txt	ad1d16d9435da9ac8d63872fd9b432ff	50221	released
5a719794-8c48-40d8-8862-f7a4faef885e	0bfb23d5-01dc-4c32-8ffa-d7ad1b4c3e72.mirbase21.mirnas.quantification.txt	ebb1e92cfe2be9782f0642a7f14bdb3f	50369	released
c52f328a-2b99-4a4a-bc3a-f147cf2ce44b	c473c1ff-0a58-4860-b1b8-c1a346df8642.mirbase21.mirnas.quantification.txt	c03cec43425237d357e62252eb529a65	50221	released
735d839a-dc91-4e4b-9949-133dc65ec5ba	3b6a3f56-4e16-4146-bc68-2f5833bc5483.mirbase21.mirnas.quantification.txt	e394b6a5151928933811e32ee16ee7c8	50364	released
ec4c5e1b-a371-4e8a-9e3d-e02a8d161b26	03e488fc-8516-48db-8824-485ee1ddb6ed.mirbase21.mirnas.quantification.txt	ecb4ce656c9e49cbe347421be9cd0e16	50308	released
5ccb60ce-6cf1-4bae-a3f0-bc979b6df86b	f19b41a9-5103-42af-9bb0-dfe33cc75ee2.mirbase21.mirnas.quantification.txt	5340650d2b7023819cee1bed7985e9c8	50233	released
998c84c9-d2f3-456a-aa74-a0dbbb7c9dba	e45dfc8a-c255-4b54-8f25-bab9306ea813.mirbase21.mirnas.quantification.txt	0026cd6689bff5739fe6bb604f1a5ae1	50281	released
280101b0-f528-4adc-be81-ff77522756da	60748b7b-a395-407d-a980-aa0e16f7adb9.mirbase21.mirnas.quantification.txt	8e80f4c49cdbf16397be0f32899ce270	50287	released
8537bf67-17d6-4e5e-ab15-6b6300c2d874	39a34789-fd59-4215-b6f2-e6a1c8d5ba92.mirbase21.mirnas.quantification.txt	80eb7cc72d1bd921a4ecd35ddb454309	50285	released
9130b38c-192e-402b-9c15-8b10a6bf1f4a	aa862aa2-2f1d-4d11-aebd-4510387f1f7f.mirbase21.mirnas.quantification.txt	89f8e3e0cf8736ab58a6d73c9a90f8d8	50395	released
c80b58cf-321b-45da-b819-9ac2674305d9	5e859806-0cf7-456b-a50b-92e574142dbd.mirbase21.mirnas.quantification.txt	42d0698b510550acc55b0b24ea5ea1b4	50250	released
1faeb00b-93aa-489f-8612-dbcb69353b33	cd3c7eb0-1dcc-4199-82fd-385139002a1e.mirbase21.mirnas.quantification.txt	0d2649e873dd04a4ed29331087d5667d	50483	released
95c65560-9ada-40de-ac27-bc5f71ddbd53	ec609581-69da-4349-92ef-7f4b76cb6791.mirbase21.mirnas.quantification.txt	bc18fe6dabcd6b02460c137686a39adf	50224	released
f03a9ee5-bef8-4c91-82e3-b3329b40969a	c5cc47b3-ea62-42f0-85d0-c97e438b8a57.mirbase21.mirnas.quantification.txt	5c1a6a411dc8148551a8590366697aed	50550	released
aae72e78-97b7-43b2-ba9c-4c2c0dcdd37e	4357992e-4034-49ba-bf2e-2b37f5adffd5.mirbase21.mirnas.quantification.txt	95b6dc38f61db9a5464ce88531d34d75	50163	released
e0da46e3-a245-4f27-88d4-cdf0741c647e	00ed6a2a-f49f-4fde-b82d-6405562a6976.mirbase21.mirnas.quantification.txt	d029fad250da0c894ba4875e03b05692	50293	released
9373543a-3529-40bf-af53-6671ca260ad2	e3ad30ce-354c-4032-9cf1-a725c1e45cb2.mirbase21.mirnas.quantification.txt	4458cb7586d4e024d736e67dd848355b	50254	released
874c95a0-e9c1-4227-8c64-998001383988	d0dd6aca-e647-4165-867c-6035a1610d56.mirbase21.mirnas.quantification.txt	995af6c6a0b7ba302726b8b6cbfedfa9	50282	released
037b3457-6c4a-4073-9c93-00ca75a6b8ab	275d247a-f015-43c8-aff3-aebff9c36816.mirbase21.mirnas.quantification.txt	4ec7661c1ddcfe618fec124e6896a5c9	50321	released
64afffb8-1b79-4051-9a3d-fd104a7145fc	dcfbd40a-bf99-46bd-8398-fa5000bba378.mirbase21.mirnas.quantification.txt	561cb7def7cc0d5d11ec19b540bbca83	50386	released
74918167-80f0-48da-8f0f-2a696baeb75c	bc22897c-a0dc-45f7-b4ec-4b8e957bf512.mirbase21.mirnas.quantification.txt	0823ea67a2329c91f33ec6d650cea863	50322	released
7160d2d7-9db8-4da5-a1fe-a547d171cba7	8e6b2db9-07aa-4c54-9cd4-30ba0932cb81.mirbase21.mirnas.quantification.txt	6163a4808551befd5134b201da6d2495	50109	released
50a23e46-efd3-4c37-b9c2-383d5b11fecc	b59ff5ba-775a-4fc3-8a39-1e6f3da99d1b.mirbase21.mirnas.quantification.txt	63d792e2820d09297319ff81eb273354	50066	released
c6f3a5f1-c7a5-4a42-8649-e01745cd21a3	8154f10d-7460-49cd-b309-829ef0d1ac24.mirbase21.mirnas.quantification.txt	9fee77fada9be1bfc499d5b6e21f7fed	50379	released
09729305-74a0-47c6-a78c-a819b1b3ea96	4f659b4e-e335-4fdd-acdd-f4d363440ef6.mirbase21.mirnas.quantification.txt	ef9d74ffae37cc036657d01e879b15c5	50275	released
bd92bd17-fe74-4979-ba3a-2bc940a50b75	17cbc4eb-a468-48be-838d-712bbf28b4ed.mirbase21.mirnas.quantification.txt	f0e2548624d6dfaef61a7e449be7a2b9	50349	released
70f7c3d0-894a-42fa-98f8-7730f689694c	efee9e8f-05d9-4222-962a-11895be924a2.mirbase21.mirnas.quantification.txt	ad60504dbb99d4c69c7107a618ecf959	50494	released
b5652f88-4777-4ab2-9f74-a078e3c062c6	5559a822-52f4-4c51-9b17-d87fbe81538d.mirbase21.mirnas.quantification.txt	37a2b07f5946caf42bc4bbee3b7603d8	50400	released
bcc6a1f0-505c-4a33-a858-663421a037fe	ba286ba5-0b9d-4a2b-b9c8-4d6004eda96f.mirbase21.mirnas.quantification.txt	9c729b30d7b1cebfef3d6c1a15b2dd31	50164	released
ae7aa6dc-18ea-4156-91d5-9b6638967de8	42d8a1c1-483d-43df-b7fb-fbdde6a93b82.mirbase21.mirnas.quantification.txt	304012cdcd9ce3df6a35152e3a8f1333	50332	released
6f44c3ca-ee47-41fc-bd26-351acbb2f35d	f0f36077-a302-4304-8e6e-017164e3e9a4.mirbase21.mirnas.quantification.txt	10a9e74047b3a97e275302aed9aa3380	50378	released
dada6e5e-a52e-4619-b520-d92b419832dd	5725c705-7bc6-4571-aba0-e8ffb4935ba8.mirbase21.mirnas.quantification.txt	f34cafee2c58e8b854846d4099e91c13	50053	released
8f5f844f-98ad-4a2a-985d-06ff90901833	cebb6715-88e3-4c25-bff6-15a7fc44d183.mirbase21.mirnas.quantification.txt	d1dbe759ce7a049f703fc7500a7a2f86	50353	released
e1770500-8994-488b-95a1-908c85487016	356cdbfc-2329-4548-a24e-71b5de680fe8.mirbase21.mirnas.quantification.txt	ccf191d08ad0f3744e455fe4d5cfd279	50390	released
196005c2-f88b-4b75-beec-95b9daa1cf9e	056f33a9-2429-47a7-9767-f535dccc224a.mirbase21.mirnas.quantification.txt	d35e1ce00814a2d349eee9cf83bb5fec	50118	released
0a23917f-804c-45b3-a428-9a80ef72161d	c602b5bc-d557-4b1a-b69c-0d272dfffc63.mirbase21.mirnas.quantification.txt	a3cda1aa2d27c6daf887759ff729aa36	50170	released
587a6a5f-4b1a-482f-bc74-1a60d9e36834	361d69e3-9759-4729-97d5-4c4d8a6f2496.mirbase21.mirnas.quantification.txt	22ed8e080cb35051a4b9127fb93e999e	50172	released
6d75c12f-4a60-45eb-92f0-44efb1d05980	e9d2b04c-c3eb-4d71-9a33-420badc763ee.mirbase21.mirnas.quantification.txt	ece572c621a4ace9e342f85a21666a0b	50264	released
acdc8f8b-01ee-4de5-99bd-c996e6e05cfd	5b19c09a-3eee-4f0c-8cc9-355dea7cb4d1.mirbase21.mirnas.quantification.txt	76a6df05c374bffde46274234c438730	50156	released
d7e0206a-082e-48ad-83d2-6304178971cb	b3437cda-8bec-4309-9463-bff79c197cb1.mirbase21.mirnas.quantification.txt	e3df84379427fffb9ee7fd8698400c95	50090	released
129e6714-f57e-4faf-9234-d49518dcee28	fba20f1c-3800-4494-89fd-13afab589b9f.mirbase21.mirnas.quantification.txt	dc8f7af34ce59913d7a5a15e976f8426	50180	released
792d6268-dee2-4ffe-9632-610b6d6af622	94741406-595c-456b-9a27-2d838ca91557.mirbase21.mirnas.quantification.txt	f0f4a5a16432ee766c1392e3321ad3c8	50397	released
f29dd584-9bef-4a38-9794-ee2bcbca74b5	4b69f0d4-5d54-418a-8fbf-b5e28a0c3652.mirbase21.mirnas.quantification.txt	2bf7779d2999f37838f2ecf392f1101d	50542	released
d27cc176-5113-45a9-a7ba-0beb39a6275f	aa4bfbb3-fdfc-4389-b565-ac2e90c77739.mirbase21.mirnas.quantification.txt	165d5a2f475716ceaaa55b3402630e30	50290	released
002e645a-37e2-4b4d-8f54-bc0a79c2d778	55fb058b-a120-400d-8e69-4e9ab4dbe5a1.mirbase21.mirnas.quantification.txt	855e970cd458769ad5fac6e8da7c2489	50283	released
4efdc6b3-ff3a-4ab6-80f9-649114247f51	d79ac6d9-9440-4cf4-ae9c-4bb05a188c98.mirbase21.mirnas.quantification.txt	f5c72b95e282f92899bfd7e37f96edf8	50355	released
