id	filename	md5	size	state
0d82b115-53fc-4c9f-9eba-7aa3a90c244e	jhu-usc.edu_OV.HumanMethylation27.1.lvl-3.TCGA-13-0766-01A-02D-0359-05.gdc_hg38.txt	249e011e713005789aff9c849013ebb3	9950640	released
17214caa-5afa-4059-9d21-f4bd45cc2ca5	jhu-usc.edu_OV.HumanMethylation27.6.lvl-3.TCGA-24-1563-01A-01D-0501-05.gdc_hg38.txt	f0b10d26579b4768c7c24d7a376f1453	9956040	released
98ffda78-b326-489d-94ce-8727db73278a	jhu-usc.edu_OV.HumanMethylation27.3.lvl-3.TCGA-23-1030-01A-02D-0432-05.gdc_hg38.txt	6f7db2cdfdeec88058dde0d4f280ddd4	9955438	released
21cd1f47-1fe7-482e-a580-007f8822bcd9	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-24-1544-01A-01D-0536-05.gdc_hg38.txt	fc750d7bd9d7c38e388dfe8abb72b0e9	9956402	released
3b41b7f5-7f02-41e9-b2e7-ea703cce3fd1	jhu-usc.edu_OV.HumanMethylation27.8.lvl-3.TCGA-29-1690-01A-01D-0563-05.gdc_hg38.txt	992240f08112b4dec26bde222588d8b8	9955521	released
33ad9bc9-8841-4686-9aaa-b9f7be139679	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-25-2390-01A-01D-0708-05.gdc_hg38.txt	b74068e6057c00513bbcb2e75aec570f	9955144	released
14f12caa-b2a7-4a68-8c95-df0fdee974fe	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-42-2582-01A-01D-1047-05.gdc_hg38.txt	46b7e312790e02dd969cd4dbb5dfe160	9952910	released
2c492269-b900-4f69-b4de-b2b4f521d1c3	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-04-1536-01A-01D-0536-05.gdc_hg38.txt	b6402af001cc094292bc0f36dee604e7	9955373	released
5ba14f03-90ac-4c5e-8fc3-52b87d24deab	jhu-usc.edu_OV.HumanMethylation27.8.lvl-3.TCGA-30-1718-01A-01D-0563-05.gdc_hg38.txt	3cf05b1bcd1f70632513ea4377d7eea2	9951698	released
131f0eee-d0c4-4af4-8afb-6ce6a37a3c0e	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-36-2542-01A-01D-1047-05.gdc_hg38.txt	5d7c9b9ba82a467048bde85eb492f90a	9951449	released
e7ff2c5b-e55e-4ed8-8370-ba73ae4c53f5	jhu-usc.edu_OV.HumanMethylation27.9.lvl-3.TCGA-24-1846-01A-01D-0581-05.gdc_hg38.txt	d41c764a7be6f647d55260fc0cc7688d	9956713	released
6e8e188d-eaad-423f-a232-20acdf368667	jhu-usc.edu_OV.HumanMethylation27.2.lvl-3.TCGA-13-0903-01A-01D-0402-05.gdc_hg38.txt	f98f72ba4f928b4092e4b9f6fc51bef4	9952985	released
f589403e-d7c5-43c9-8509-d49e897b4f47	jhu-usc.edu_OV.HumanMethylation27.5.lvl-3.TCGA-13-1496-01A-01D-0475-05.gdc_hg38.txt	3dd839635a49db02938d943145cd975a	9948639	released
b1e79d8e-8373-4852-864b-cea3e97197e2	jhu-usc.edu_OV.HumanMethylation27.4.lvl-3.TCGA-25-1322-01A-01D-0460-05.gdc_hg38.txt	491e455e111040f959352fe507b491d4	9956946	released
34b5de22-99ec-43ea-b1ca-e7e7fd2265fc	jhu-usc.edu_OV.HumanMethylation27.4.lvl-3.TCGA-25-1329-01A-01D-0460-05.gdc_hg38.txt	c459f613d4bd0be98b23bfc769e5c64d	9956366	released
214ca84f-2c08-4275-bea6-d2af3bfe9574	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-24-2293-01A-01D-0708-05.gdc_hg38.txt	3a07827766964ce06baf27f4784bba52	9953400	released
a807494d-d880-41a2-a27f-03a116f0721e	jhu-usc.edu_OV.HumanMethylation27.8.lvl-3.TCGA-29-1761-01A-01D-0563-05.gdc_hg38.txt	fc7cf91a7fcca2d803c58ddf2311d68e	9949412	released
4198d44d-edfb-4f41-9bcb-f313b7d93f21	jhu-usc.edu_OV.HumanMethylation27.5.lvl-3.TCGA-13-1504-01A-01D-0475-05.gdc_hg38.txt	b3fd25a76ef9347efc6c5f8a2b6ee36b	9950405	released
2c35e5ec-0de9-414a-b4d5-a95d477ff248	jhu-usc.edu_OV.HumanMethylation27.1.lvl-3.TCGA-13-0725-01A-01D-0359-05.gdc_hg38.txt	8141ffd5370f2c707f71b899daa6b937	9949582	released
362c9f43-ec01-4024-bef3-610443ca8b2d	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-09-1666-01A-01D-0536-05.gdc_hg38.txt	7227665d143b8399ca9e1b0951979f29	9944321	released
f2393161-ad51-46a2-9a51-86bc08b8c223	jhu-usc.edu_OV.HumanMethylation27.9.lvl-3.TCGA-61-1895-01A-01D-0581-05.gdc_hg38.txt	d8dcc15188b91bc3545f1e74c96810f9	9954589	released
